month,coefficient,std_error,ci_low,ci_high,is_post,mean_raw_gap,mean_adjusted_gap
2019-04,0.012041745124185425,0.0117069673698773,-0.010903489288959681,0.03498697953733053,False,1.5917937338052774,-0.014845995375571163
2019-05,-0.002694545397520272,0.00898258369736914,-0.020300085932480425,0.01491099513743988,False,1.5846945882110526,-0.029582285897276833
2019-06,0.01933689136634431,0.018644640866185322,-0.0172059332360626,0.05587971596875122,False,1.6411585306208774,-0.007550849133412226
2019-07,0.02737254813869687,0.009198337975799083,0.009344136988503605,0.04540095928889014,False,1.6746272200986265,0.0004848076389402638
2019-08,0.03051376430947602,0.00900433519040433,0.012865591631556924,0.04816193698739511,False,1.6821819487839407,0.0036260238097194507
2019-09,0.007935179344378691,0.012503751429745748,-0.016571723129564182,0.03244208181832157,False,1.6021639665388572,-0.01895256115537801
2019-10,0.00167383248511099,0.010758208021404559,-0.01941186777503186,0.02275953274525384,False,1.5801111052535628,-0.025213908014645577
2019-11,-0.012474114974519794,0.009734301935157464,-0.03155299618206698,0.006604766233027389,False,1.5662760679868881,-0.03936185547427636
2019-12,-0.02490875856136767,0.009178883837161539,-0.0428990403004811,-0.00691847682225424,False,1.5304765051753981,-0.051796499061124116
2020-01,-0.011924162775531499,0.014462629231396998,-0.040270395190825814,0.01642206963976282,False,1.5420760347928553,-0.03881190327528792
2020-02,0.0,,,,False,1.5769768802751998,-0.026887740499756677
2020-03,-0.00635398142385875,0.009919019236799925,-0.025794901889946577,0.013086939042229075,True,1.566579317425949,-0.0332417219236152
2020-04,-0.04539429076952609,0.019785033770935965,-0.08417224439346928,-0.006616337145582907,True,1.5343576979115658,-0.07228203126928273
2020-05,0.007675909716418381,0.009801853475198416,-0.011535370076709284,0.026887189509546047,True,1.5950650433249915,-0.019211830783338105
2020-06,0.01357437733427245,0.011408476899490788,-0.008785826507186676,0.035934581175731575,True,1.6353960165888055,-0.013313363165484067
2020-07,-0.004727049935632578,0.0178332251768574,-0.039679529010466015,0.03022542913920086,True,1.642527622024297,-0.0316147904353891
2020-08,0.01176135304199473,0.010205530446298997,-0.008241119075878288,0.031763825159867747,True,1.6634295375164594,-0.01512638745776177
2020-09,-0.018579512994812464,0.008733651714508557,-0.03569715580876573,-0.0014618701808591997,True,1.5756492741996662,-0.045467253494569024
